X,Y
1.4569911553256851,-1.211119065272917
1.2176078399353332,-0.11863777055225411
-0.6589323456747521,-0.13158821572040336
0.17125266532918795,-0.7959323129411936
-0.26774417474590295,0.3480818594695507
0.29506764598903645,-1.1477764138453344
0.44240050398206704,-3.3304653384554785
1.1480271339111343,-3.871937994721744
1.4547430365475118,-3.594169815132753
0.14839940361456244,-0.4161488578754794
0.09028527797291051,0.3255232340404358
-2.045424713126244,3.654900630050791
0.16438287499171964,-0.6117376243060844
0.3640215414451307,-0.02473831925412462
1.6247274345641562,-2.7844381741325908
-0.44547168208493954,1.1559012759516827
-0.09008821191869708,0.5551916834183589
0.7608278200499057,-2.024387943044196
0.45809685402345096,-1.6536076869867915
-1.3724901547531096,3.259553270296303
0.35392921068127,-0.914997327322564
0.6393068706822919,-1.1662475827072656
-0.5759102285797786,1.5526582939611937
-0.2271109222718982,-1.0347339134548779
0.7078831771879205,-3.011306667734856
0.22969553659783745,-0.5668194827208988
-1.1616219335756188,2.5308618826217444
1.0220523790757523,-2.0948488277415422
-1.2695143101628146,3.8724732933643278
0.32730729798008495,-0.1697489276151828
0.508846386129815,0.4635822043275346
0.2097010206134675,1.430972210250204
-0.06283882869043468,1.5041226026919836
-0.3607992959513932,-0.001457866786457429
-1.039521425931156,3.252481705130937
-1.4360831476155183,3.154420374254504
0.4533278882223963,-1.5912275009855574
-0.47394090536375316,0.16164300356216033
0.15536713816949452,-1.3511971149476962
1.0662606779106814,-1.8170274682014051
0.26357601948385534,-1.0575742899363183
1.4517207664709881,-2.1054905889191606
-0.2753174603227756,0.4610749793378936
-2.118396247515889,5.632245825277114
-0.01067921408441723,-1.839982017712813
-0.9053692700057048,1.7387589902232463
1.0608546163152404,-2.64330921498807
0.7674795353088932,-2.431706034322773
-0.6531585962362407,0.11215682050656128
0.29353790827371756,0.32850792542453877
-0.32994238100153367,2.781344107627336
0.9545469738417393,-2.2085973587261005
-1.909055003069586,4.787433447799677
2.0340528876831345,-3.6362959178311525
0.15800910648929578,0.4195515649304359
0.751263135999305,-0.9740736226082618
-1.4066527443622219,2.6395654577000855
-0.991325946265485,2.3712812585462375
-0.12942246738023927,-0.388946596265062
-1.3261260932805443,1.6354893482473511
0.7101813901525138,-0.08874230097608748
1.4303838045678328,-3.154227395104792
-2.161775858456986,4.898382871979968
1.7491957427747333,-2.4811208089697168
1.5986373237099007,-3.7737566279176424
-1.1892021581203516,2.6953634585091493
-0.7424997341232542,4.342174802817176
0.4362093967231278,-0.06290975859319847
-1.1577714254300664,4.950306366230793
-0.08612015974610529,0.792686543540646
-0.40719384601931713,0.8629175172203097
-0.6064200235064854,1.3740108793771277
-2.3901446008443186,6.056759449464792
-0.5892307794904282,1.172711592209592
-0.97325308127098,1.8790369551613022
0.6594370768826393,-2.1648741422611257
2.1311852841907433,-5.359872693150972
0.20233520002839137,-1.3996385183552227
1.3037728404158386,-3.1210996228871375
-0.31077495228406715,-0.6594429232112293
1.3100715826790603,-2.843037668843313
1.6826626036695154,-3.2776069307300792
-2.04530824560499,4.965859246147227
1.6735258436140412,-3.5628894867559127
0.9025034589353251,-0.06482953519719103
0.11120160274683567,-0.30083502668214673
-1.5177526086518334,2.7123383024781442
0.2304869000113731,-1.2943695039601804
-0.5126124638336578,0.20848898212613476
0.6451380646824493,-1.5881103141397062
-0.6420076066706665,-0.5613105681982988
1.0757755433397018,-1.8485271431911459
-0.8940848420357079,1.6803364901370355
-0.3197481374024708,1.501689740584518
0.5770275252326105,-0.7294135136613815
-0.6145474518951652,1.866643581283445
-0.3497716688842021,1.4951570500135838
0.5654373019489232,1.5566728347180545
-0.9352066797406178,2.409535195325613
0.5315160909036227,-1.2908546618294146
